names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,poster_url
Prey for the Devil,10/28/2022 ,71.0,"Horror, Thriller","In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.","Jacqueline Byers, Sister Ann, Colin Salmon, Father Quinn, Christian Navarro, Father Dante, Lisa Palfrey, Sister Euphemia, Nicholas Ralph, Father Raymond, Ben Cross, Cardinal Matthews, Virginia Madsen, Dr. Peters, Tom Forbes, Matt, Velizar Binev, Father Bernhard",Prey for the Devil, Released,English,27240305.0,37655699.0,US,2022,https://image.tmdb.org/t/p/w500/iCvgemXf2Kpr2LvpDmt5J9NhjKM.jpg
Bandit,09/23/2022 ,62.0,"Crime, Drama, Thriller","After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a rogue task force. Based on the story of The Flying Bandit.","Josh Duhamel, Gilbert Galvan Jr/Robert Whiteman, Elisha Cuthbert, Andrea, Mel Gibson, Tommy, Nestor Carbonell, Snydes, Lorenzo Yearby, Ben, Swen Temmel, Hoffman, Keith Arthur Bolden, Diamond Dave, Dylan Flashner, Bishop, Olivia d'Abo, Linda",Bandit, Released,English,115000000.0,484414431.0,US,2022,https://image.tmdb.org/t/p/w500/yph9PAbmjYPvyvbeZvdYIhCZHEu.jpg
Roald Dahl's Matilda the Musical,12/08/2022 ,68.0,"Family, Comedy, Fantasy","An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.","Alisha Weir, Matilda Wormwood, Emma Thompson, Agatha Trunchbull, Lashana Lynch, Miss Honey, Stephen Graham, Mr. Wormwood, Andrea Riseborough, Mrs. Wormwood, Sindhu Vee, Mrs. Phelps, Charlie Hodson-Prior, Bruce Bogtrotter, Meesha Garbett, Hortensia, Rei Yamauchi Fulker, Lavender",Roald Dahl's Matilda the Musical, Released,English,25000000.0,13276499.0,AU,2022,https://image.tmdb.org/t/p/w500/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg
The Simpsons Meet the Bocellis in Feliz Navidad,12/15/2022 ,52.0,"Animation, Family, Comedy","This Christmas, Homer surprises Marge with the ultimate gift: an unforgettable performance from Italian opera superstar Andrea Bocelli and his children Matteo and Virginia.","Nancy Cartwright, Bart Simpson (voice), Yeardley Smith, Lisa Simpson (voice), Dan Castellaneta, Homer Simpson (voice), Julie Kavner, Marge Simpson (voice), Andrea Bocelli, Self (voice), Matteo Bocelli, Self (voice), Virginia Bocelli, Self (voice)",The Simpsons Meet the Bocellis in Feliz Navidad, Released,English,97200000.0,425726914.4,US,2022,https://image.tmdb.org/t/p/w500/9rJFKvYvSyQ3HoTl1gcU55FOzYi.jpg
A Man Called Otto,01/01/2023 ,79.0,"Comedy, Drama","When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.","Tom Hanks, Otto Anderson, Mariana Treviño, Marisol, Rachel Keller, Sonya, Manuel Garcia-Rulfo, Tommy, Cameron Britton, Jimmy, Kailey Hyman, Barb, Mike Birbiglia, Real Estate Agent, Elle Chapman, Sarah, Joe Fishel, Army Doctor",A Man Called Otto, Released,English,50000000.0,108973274.0,AU,2023,https://image.tmdb.org/t/p/w500/130H1gap9lFfiTF9iDrqNIkFvC9.jpg
Champions,03/09/2023 ,68.0,Comedy,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,"Woody Harrelson, Marcus, Kaitlin Olson, Alex, Cheech Marin, Julio, Matt Cook, Sonny, Ernie Hudson, Coach Phil Peretti, Madison Tevlin, Cosentino, Joshua Felder, Darius, Kevin Iannucci, Johnny, Ashton Gunning, Cody",Champions, Released,English,51880004.0,9263009.0,AU,2023,https://image.tmdb.org/t/p/w500/i46Gke8Kg3uH2K5eM0rDo4HzPtq.jpg
Dungeons & Dragons: Honor Among Thieves,03/30/2023 ,76.0,"Adventure, Fantasy, Comedy","A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","Chris Pine, Edgin Darvis, Michelle Rodriguez, Holga Kilgore, Regé-Jean Page, Xenk Yendar, Justice Smith, Simon Aumar, Sophia Lillis, Doric, Hugh Grant, Forge Fitzwilliam, Jason Wong, Dralas, Chloe Coleman, Kira Darvis, Daisy Head, Sofina the Red Wizard",Dungeons & Dragons: Honor Among Thieves, Released,English,150000000.0,158598670.0,AU,2023,https://image.tmdb.org/t/p/w500/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg
Sonic the Hedgehog 2,03/31/2022 ,76.0,"Action, Adventure, Family, Comedy","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.","James Marsden, Tom Wachowski, Ben Schwartz, Sonic the Hedgehog (voice), Tika Sumpter, Maddie Wachowski, Natasha Rothwell, Rachel, Adam Pally, Wade Whipple, Shemar Moore, Randall, Colleen O'Shaughnessey, Miles 'Tails' Prower (voice), Lee Majdoub, Agent Stone, Idris Elba, Knuckles the Echidna (voice)",Sonic the Hedgehog 2, Released,English,90000000.0,405421518.0,AU,2022,https://image.tmdb.org/t/p/w500/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg
A Bronx Tale,05/20/1994 ,78.0,"Drama, Crime","Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.","Robert De Niro, Lorenzo Anello, Chazz Palminteri, Sonny LoSpecchio, Lillo Brancato, Calogero ""C"" Anello (Age 17), Francis Capra, Calogero ""C"" Anello (Age 9), Taral Hicks, Jane Williams, Kathrine Narducci, Rosina Anello, Clem Caserta, Jimmy Whispers, Alfred Sauchelli Jr., Bobby Bars, Frank Pietrangolare, Danny K.O.",A Bronx Tale, Released,English,10000000.0,17287898.0,AU,1994,https://image.tmdb.org/t/p/w500/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg
Encanto at the Hollywood Bowl,12/28/2022 ,73.0,Music,"A taped performance of the Encanto Live-to-Film Concert Experience at the Hollywood Bowl. The original cast puts on a miracle of a concert as they sing the favorite songs, accompanied by a full orchestra and 50 person ensemble, and the Hollywood Bowl transforms into Casita!","Lin-Manuel Miranda, Host - Self, Stephanie Beatriz, Mirabel Madrigal, Adassa, Dolores Madrigal, Carolina Gaitán, Pepa Madrigal, Jessica Darrow, Luisa Madrigal, Diane Guerrero, Isabela Madrigal, Mauro Castillo, Félix Madrigal, Angie Cepeda, Julieta Madrigal, Olga Merediz, Abuela Alma Madrigal",Encanto at the Hollywood Bowl, Released,English,127000000.0,533207056.8,US,2022,https://image.tmdb.org/t/p/w500/sa3Ku5yNVjp8NloWxJoI9dQjvOi.jpg
Top Gun: Maverick,05/26/2022 ,83.0,"Action, Drama","After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.","Tom Cruise, Capt. Pete 'Maverick' Mitchell, Miles Teller, Lt. Bradley 'Rooster' Bradshaw, Jennifer Connelly, Penny Benjamin, Jon Hamm, Adm. Beau 'Cyclone' Simpson, Glen Powell, Lt. Jake 'Hangman' Seresin, Ed Harris, Radm. Chester 'Hammer' Cain, Val Kilmer, Adm. Tom 'Iceman' Kazansky, Lewis Pullman, Lt. Robert 'Bob' Floyd, Charles Parnell, Adm. Solomon 'Warlock' Bates",Top Gun: Maverick, Released,English,170000000.0,1481369482.0,AU,2022,https://image.tmdb.org/t/p/w500/62HCnUTziyWcpDaBO2i1DX17ljH.jpg
On a Wing and a Prayer,04/06/2023 ,65.0,"Drama, Thriller","After their pilot dies unexpectedly mid-flight, passenger Doug White must safely land a plane and save his entire family from insurmountable danger.","Dennis Quaid, Doug White, Heather Graham, Terri White, Jesse Metcalfe, Jesse White, Abbey Rhyne, Bailey White, Jessi Case, Maggie White, Brett Rice, Jeff White, Rocky Myers, Dan Favio, Selena Anduze, Lisa Grimm, E. Roger Mitchell, Brian Norton",On a Wing and a Prayer, Released,English,147400000.0,445526734.8,US,2023,https://image.tmdb.org/t/p/w500/8GTJwaC2CeNa0Zg6QrPLwrfurpZ.jpg
The Enforcer,12/01/2022 ,74.0,"Action, Crime, Drama, Thriller","A noir thriller set in Miami, the film follows an enforcer who discovers his femme fatale boss has branched out into cyber sex trafficking, putting a young runaway he’s befriended at risk. He sacrifices everything to save the young girl from the deadly organization he’s spent his life building.","Antonio Banderas, Cuda, Kate Bosworth, Estelle, Mojean Aria, Stray, Alexis Ren, Lexus, Zolee Griggs, Billie, 2 Chainz, Freddie, Aaron Cohen, Joe, Natalie Burn, Olivia, Mark Rhino Smith, Doom",The Enforcer, Released,English,1261569.0,102023958.0,AU,2022,https://image.tmdb.org/t/p/w500/72V1r1G8S87ELagVxjqAUdChMCt.jpg
Scream VI,03/09/2023 ,73.0,"Horror, Mystery, Thriller","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.","Melissa Barrera, Sam Carpenter, Jenna Ortega, Tara Carpenter, Jasmin Savoy Brown, Mindy Meeks-Martin, Mason Gooding, Chad Meeks-Martin, Roger Jackson, ""The Voice"" (voice), Courteney Cox, Gale Weathers, Dermot Mulroney, Detective Bailey, Jack Champion, Ethan Landry, Josh Segarra, Danny Brackett",Scream VI, Released,English,35000000.0,167273149.0,AU,2023,https://image.tmdb.org/t/p/w500/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg
Avatar,12/17/2009 ,76.0,"Action, Adventure, Fantasy, Science Fiction","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","Sam Worthington, Jake Sully, Zoe Saldaña, Neytiri, Sigourney Weaver, Dr. Grace Augustine, Stephen Lang, Colonel Miles Quaritch, Michelle Rodriguez, Trudy Chacon, Giovanni Ribisi, Parker Selfridge, Joel David Moore, Norm Spellman, CCH Pounder, Mo'at, Wes Studi, Eytukan",Avatar, Released,English,237000000.0,2923706026.0,AU,2009,https://image.tmdb.org/t/p/w500/kyeqWdyUXW608qlYkRqosgbbJyK.jpg
Breaking,08/26/2022 ,67.0,"Crime, Drama, Thriller","Desperate for money and running out of options, Marine veteran Brian Brown-Easley holds several people hostage inside a bank, setting the stage for a tense confrontation with police.","John Boyega, Brian Brown-Easley, Michael Kenneth Williams, Eli Bernard, Nicole Beharie, Estel Valerie, Connie Britton, Lisa Larson, Selenis Leyva, Rosa Diaz, Jeffrey Donovan, Major Riddick, Olivia Washington, Cassandra Brown-Easley, London Covington, Kiah Easley, Robb Derringer, Chief Jack Quail",Breaking, Released,English,72000000.0,318039059.2,US,2022,https://image.tmdb.org/t/p/w500/rKbgbzJbVM7MLjN7EwdO1QcIXCz.jpg
Tetris,03/31/2023 ,78.0,"Thriller, History, Drama","In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain.","Taron Egerton, Henk Rogers, Nikita Efremov, Alexey Pajitnov, Sofia Lebedeva, Sasha, Anthony Boyle, Kevin Maxwell, Toby Jones, Robert Stein, Igor Grabuzov, Valentin Trifonov, Ben Miles, Howard Lincoln, Ken Yamamura, Minoru Arakawa, Roger Allam, Robert Maxwell",Tetris, Released,English,172000000.0,594334899.0,GB,2023,https://image.tmdb.org/t/p/w500/4F2QwCOYHJJjecSvdOjStuVLkpu.jpg
65,03/09/2023 ,63.0,"Thriller, Science Fiction, Action","After a catastrophic crash on an unknown planet, pilot Mills quickly discovers he's actually stranded on Earth…65 million years ago. Now, with only one chance at rescue, Mills and the only other survivor, Koa, must make their way across an unknown terrain riddled with dangerous prehistoric creatures in an epic fight to survive.","Adam Driver, Mills, Ariana Greenblatt, Koa, Chloe Coleman, Nevine, Nika King, Alya, Brian Dare, Zoic Ship (voice) (uncredited)",65, Released,English,45000000.0,56072012.0,AU,2023,https://image.tmdb.org/t/p/w500/rzRb63TldOKdKydCvWJM8B6EkPM.jpg
Thor: Love and Thunder,07/06/2022 ,66.0,"Fantasy, Action, Comedy","After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.","Chris Hemsworth, Thor Odinson, Natalie Portman, Jane Foster / The Mighty Thor, Christian Bale, Gorr, Tessa Thompson, King Valkyrie, Taika Waititi, Korg / Old Kronan God (voice), Jaimie Alexander, Sif, Russell Crowe, Zeus, Chris Pratt, Peter Quill / Star-Lord, Karen Gillan, Nebula",Thor: Love and Thunder, Released,English,250000000.0,760928081.0,AU,2022,https://image.tmdb.org/t/p/w500/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg
Arctic Void,01/14/2022 ,47.0,"Science Fiction, Thriller","When the power mysteriously fails, and almost everyone vanishes from a small tourist vessel in the Arctic, fear becomes the master for the three who remain. Forced ashore, the men deteriorate in body and mind until a dark truth emerges that compels them to ally or perish.","Michael Weaver, Ray Marsh, Tim Griffin, Alan Meursault, Justin Huen, Sean Tibbets, Rune Temte, Jim, Sarah Alles, Freida, Laura Sophia Becker, Elsie, Ingrid Liavaag, Marlene, Thea Sofie Loch Næss, Lucy",Arctic Void, Released,English,147200000.0,872776677.4,US,2022,https://image.tmdb.org/t/p/w500/2OkdcVn1wIgRA4zo8tTbn7NNDUT.jpg
Terrifier 2,10/28/2022 ,69.0,Horror,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.","Lauren LaVera, Sienna, David Howard Thornton, Art the Clown, Elliott Fullam, Jonathan, Sarah Voigt, Barbara, Kailey Hyman, Brooke, Casey Hartnett, Allie, Charlie McElveen, Jeff, Amelie McLain, The Little Pale Girl, Johnath Davis, Ricky",Terrifier 2, Released,English,250000.0,12964783.0,AU,2022,https://image.tmdb.org/t/p/w500/qEAlwXbYk6IHA4ztoS2XFFaa7Xo.jpg
John Wick,11/26/2014 ,74.0,"Action, Thriller",Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,"Keanu Reeves, John Wick, Michael Nyqvist, Viggo Tarasov, Ian McShane, Winston, John Leguizamo, Aurelio, Willem Dafoe, Marcus, Alfie Allen, Iosef Tarasov, Dean Winters, Avi, Adrianne Palicki, Ms. Perkins, Lance Reddick, Hotel Manager / Charon",John Wick, Released,English,30000000.0,75958800.0,AU,2014,https://image.tmdb.org/t/p/w500/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg
Spider-Man: No Way Home,12/16/2021 ,80.0,"Action, Adventure, Science Fiction","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.","Tom Holland, Peter Parker / Spider-Man, Zendaya, Michelle 'MJ' Jones, Benedict Cumberbatch, Stephen Strange / Doctor Strange, Jacob Batalon, Ned Leeds, Jon Favreau, Harold 'Happy' Hogan, Jamie Foxx, Max Dillon / Electro, Willem Dafoe, Norman Osborn / Green Goblin, Alfred Molina, Dr. Otto Octavius / Doctor Octopus, Benedict Wong, Wong",Spider-Man: No Way Home, Released,English,200000000.0,1910048245.0,AU,2021,https://image.tmdb.org/t/p/w500/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg
R.I.P.D. 2: Rise of the Damned,11/15/2022 ,66.0,"Action, Comedy, Fantasy, Crime","When Sheriff Roy Pulsipher finds himself in the afterlife, he joins a special police force and returns to Earth to save humanity from the undead.","Jeffrey Donovan, Sheriff Roy Pulsipher, Penelope Mitchell, Jeanne, Richard Brake, Otis, Kerry Knuppe, Hano, Jake Choi, Slim, Richard Fleeshman, Angus, Craige Els, Julius Butterfield, Tilly Keeper, Charlotte Pulsipher, Nóra Trokán, Nell",R.I.P.D. 2: Rise of the Damned, Released,English,52000000.0,539054106.6,US,2022,https://image.tmdb.org/t/p/w500/g4yJTzMtOBUTAR2Qnmj8TYIcFVq.jpg
Guillermo del Toro's Pinocchio,11/24/2022 ,82.0,"Animation, Fantasy, Drama, Music","During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.","Gregory Mann, Pinocchio (voice), Ewan McGregor, Sebastian J. Cricket (voice), David Bradley, Geppetto (voice), Christoph Waltz, Count Volpe (voice), Tilda Swinton, Wood Sprite / Death (voice), Ron Perlman, Il Podestà (voice), Finn Wolfhard, Candlewick (voice), Cate Blanchett, Spazzatura the Monkey (voice), Tim Blake Nelson, The Black Rabbits (voice)",Guillermo del Toro's Pinocchio, Released,English,35000000.0,81567666.2,AU,2022,https://image.tmdb.org/t/p/w500/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg
